customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumOfInternetService
5889-LFOLL,Female,No,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,1
5708-EVONK,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,Yes,3
8708-XPXHZ,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,Yes,2
0616-ATFGB,Male,Yes,Yes,No,short,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,<36,<800,Yes,0
0572-ZJKLT,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,>66,>2500,No,4
5135-RDDQL,Female,No,Yes,Yes,long,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50~66,>2500,No,1
1353-LJWEM,Male,No,No,No,short,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,50~66,<800,No,3
1794-SWWKL,Male,No,Yes,Yes,short,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50~66,800~2500,No,2
6166-YIPFO,Male,No,Yes,No,long,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,50~66,>2500,No,6
7016-BPGEU,Female,No,No,No,long,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),<36,<800,Yes,0
6876-ADESB,Male,No,No,Yes,short,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,36~50,<800,Yes,1
9332-GYWLO,Female,No,Yes,Yes,short,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,50~66,<800,No,1
1963-SVUCV,Male,No,No,No,short,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,36~50,<800,Yes,0
4184-VODJZ,Male,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,>66,>2500,No,2
0220-EBGCE,Male,No,No,No,short,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,>66,<800,Yes,2
1092-WPIVQ,Female,No,Yes,Yes,short,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,<800,No,0
7233-IOQNP,Female,No,Yes,No,long,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),<36,800~2500,No,2
2834-JKOOW,Female,No,No,No,short,No,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,36~50,<800,No,4
2754-VDLTR,Male,No,No,Yes,short,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,>66,800~2500,Yes,2
2400-FEQME,Male,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,800~2500,No,0
3190-XFANI,Male,No,No,Yes,long,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,Yes,3
7551-DACSP,Male,No,Yes,Yes,short,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,50~66,<800,Yes,2
4957-SREEC,Male,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,800~2500,No,0
7235-NXZCP,Male,Yes,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,>66,<800,Yes,0
0230-UBYPQ,Male,Yes,Yes,No,long,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36~50,800~2500,No,2
4923-ADWXJ,Female,No,No,No,long,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50~66,800~2500,No,3
1763-KUAAW,Female,Yes,No,No,short,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),<36,<800,No,0
1104-TNLZA,Male,Yes,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,4
5195-KPUNQ,Female,Yes,No,No,long,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,>66,>2500,No,4
0520-FDVVT,Male,No,No,No,long,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,Yes,4
3439-GVUSX,Male,No,No,No,short,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
1444-VVSGW,Male,No,Yes,No,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),>66,>2500,Yes,6
5712-PTIWW,Male,No,No,No,short,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,2
5949-HGVJL,Female,No,Yes,No,long,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,No,4
5203-XEHAX,Female,No,No,No,long,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,50~66,800~2500,No,3
1635-HDGFT,Female,No,No,Yes,short,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,<800,No,0
3315-TOTBP,Male,No,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,>66,800~2500,Yes,0
8050-XGRVL,Female,No,Yes,Yes,long,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),50~66,>2500,No,2
6661-HBGWL,Female,Yes,No,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,Yes,4
1518-VOWAV,Female,No,No,No,short,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,<800,Yes,4
9828-QHFBK,Male,No,No,No,long,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50~66,800~2500,No,1
3908-MKIMJ,Male,Yes,Yes,No,long,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,36~50,>2500,No,3
5012-YSPJJ,Male,No,Yes,Yes,long,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,50~66,800~2500,No,2
5909-ECHUI,Female,No,No,No,short,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50~66,<800,Yes,1
1309-BXVOQ,Male,No,Yes,No,long,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,4
6728-VOIFY,Female,No,Yes,No,long,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,>66,>2500,No,3
9317-WZPGV,Female,Yes,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,<800,Yes,1
4891-NLUBA,Female,No,Yes,Yes,long,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),50~66,>2500,No,5
2856-HYAPG,Female,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,>66,<800,Yes,0
8969-PRHFK,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,<36,<800,No,0
0661-KQHNK,Female,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),<36,<800,No,0
8709-KRDVL,Female,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,3
4488-PSYCG,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),<36,<800,Yes,0
1427-VERSM,Female,No,Yes,No,long,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,4
9801-NOSHQ,Male,No,No,Yes,long,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,<36,<800,No,0
6339-YPSAH,Male,No,No,No,short,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,No,1
3621-CEOVK,Female,Yes,Yes,No,short,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,3
6906-ANDWJ,Male,No,Yes,Yes,short,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),>66,800~2500,Yes,0
2159-TURXX,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),<36,<800,No,0
1548-FEHVL,Male,No,Yes,No,long,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,4
3795-CAWEX,Male,No,Yes,Yes,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),>66,>2500,No,6
6215-NQCPY,Male,No,No,No,short,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,No,3
5647-URDKA,Male,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,<800,No,0
2229-DPMBI,Female,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,<800,No,0
9626-WEQRM,Female,No,No,No,short,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,<36,<800,No,1
2188-SXWVT,Female,No,No,No,long,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,50~66,800~2500,No,2
6258-PVZWJ,Male,No,Yes,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),>66,>2500,No,6
1094-BKOSX,Female,No,Yes,Yes,long,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),50~66,800~2500,No,4
6969-MVBAI,Female,Yes,No,No,short,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,>66,800~2500,No,2
2978-XXSOG,Female,No,No,No,long,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50~66,800~2500,No,2
2342-CKIAO,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
6953-PBDIN,Male,No,Yes,No,long,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),>66,>2500,No,4
3898-BSJYF,Female,No,No,Yes,short,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),>66,<800,No,4
3938-YFPXD,Male,No,No,No,long,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),>66,>2500,No,5
7696-AMHOD,Female,No,Yes,Yes,long,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),>66,>2500,No,4
2453-SAFNS,Female,Yes,No,No,long,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,>66,>2500,No,3
9558-IHEZX,Female,No,No,No,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),>66,>2500,No,5
9617-UDPEU,Female,No,No,No,long,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,<36,<800,No,0
6340-DACFT,Female,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,800~2500,No,0
4955-VCWBI,Female,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,<36,800~2500,No,0
6813-GZQCG,Female,No,Yes,Yes,long,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),<36,800~2500,No,0
7426-GSWPO,Male,Yes,No,No,long,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,No,4
3389-KTRXV,Female,No,Yes,Yes,long,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,<800,No,0
3118-UHVVQ,Female,No,Yes,No,long,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,800~2500,No,0
1031-IIDEO,Female,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,0
5832-XKAES,Male,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),>66,<800,Yes,0
3205-MXZRA,Male,No,No,No,long,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),50~66,800~2500,No,2
4701-AHWMW,Male,No,Yes,No,long,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50~66,>2500,Yes,4
8317-BVKSO,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,<36,<800,No,0
5702-KVQRD,Male,No,Yes,No,long,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,>66,>2500,No,5
0083-PIVIK,Male,No,No,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,>66,>2500,No,5
9210-IAHGH,Female,No,No,No,short,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),>66,<800,Yes,3
6169-PGNCD,Female,No,No,No,long,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),>66,>2500,No,5
0023-XUOPT,Female,No,Yes,No,short,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,>66,800~2500,Yes,3
4592-IWTJI,Female,No,Yes,Yes,short,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),<36,<800,Yes,1
4909-JOUPP,Male,Yes,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),>66,>2500,No,5
4657-FWVFY,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),>66,>2500,No,3
2257-BOVXD,Male,No,Yes,No,short,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),>66,800~2500,No,2
7729-JTEEC,Male,No,Yes,Yes,short,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36~50,<800,No,0
7632-MNYOY,Male,Yes,No,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),>66,>2500,Yes,5
6518-LGAOV,Female,No,Yes,No,long,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,Yes,4
7242-QZLXF,Male,No,No,Yes,short,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,<36,<800,Yes,0
4576-CSAJH,Male,No,No,No,long,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),50~66,800~2500,Yes,2
1000-AJSLD,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,<36,<800,Yes,0
9696-RMYBA,Male,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,>66,<800,No,1
8690-UPCZI,Male,No,Yes,Yes,long,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),>66,800~2500,No,3
1062-LHZOD,Male,No,Yes,Yes,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,>66,<800,Yes,0
9770-LXDBK,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
4086-WITJG,Male,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,800~2500,No,0
8344-WFMFH,Male,No,No,Yes,short,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50~66,<800,No,1
9600-NAXZN,Male,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,Yes,3
8822-KNBHV,Female,No,No,No,long,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),>66,>2500,No,5
8404-FYDIB,Male,No,No,No,long,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),>66,800~2500,No,2
2791-SFVEW,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),<36,<800,No,0
6457-USBER,Male,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
6762-NSODU,Female,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,800~2500,No,0
4662-EKDPQ,Male,No,No,No,short,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50~66,<800,Yes,1
9248-OJYKK,Male,Yes,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,0
9888-ZCUMM,Male,No,Yes,Yes,long,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),50~66,>2500,No,5
3398-FSHON,Female,Yes,No,No,short,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,2
3319-DWOEP,Male,Yes,Yes,No,short,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,<800,Yes,3
1074-WVEVG,Female,No,Yes,No,long,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,<36,800~2500,No,0
9979-RGMZT,Female,No,No,No,short,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,>66,<800,No,3
6437-UDQJM,Female,Yes,Yes,No,long,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),>66,>2500,No,5
1226-IENZN,Male,Yes,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,No,1
2108-GLPQB,Male,No,Yes,No,long,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50~66,800~2500,No,1
9259-PACGQ,Female,No,Yes,No,long,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,50~66,800~2500,Yes,3
4415-IJZTP,Female,No,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,0
1465-VINDH,Female,No,Yes,Yes,short,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),>66,800~2500,Yes,4
5474-LAMUQ,Male,No,Yes,No,long,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,<36,<800,No,0
3468-DRVQJ,Female,No,Yes,Yes,short,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,>66,<800,No,3
1122-YJBCS,Male,No,Yes,No,long,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),50~66,>2500,No,2
4990-ALDGW,Male,No,No,No,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,800~2500,No,0
4816-OKWNX,Male,No,Yes,Yes,long,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,No,5
3315-IKYZQ,Male,No,Yes,Yes,long,No,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,50~66,800~2500,No,4
2810-FTLEM,Female,No,No,No,short,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50~66,<800,Yes,1
4747-LCAQL,Male,No,No,No,long,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,>66,800~2500,No,5
3411-WLRSQ,Female,Yes,Yes,No,short,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),>66,<800,No,1
0898-XCGTF,Male,No,Yes,No,long,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,No,2
8006-PYCSW,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
8249-THVEC,Male,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,<36,800~2500,No,0
8722-PRFDV,Female,No,Yes,Yes,long,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),>66,>2500,No,4
2164-SOQXL,Female,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
4020-KIUDI,Male,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),<36,<800,No,0
5850-BDWCY,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
2038-YSEZE,Female,No,No,No,long,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,>66,800~2500,No,3
0827-ITJPH,Male,No,No,No,long,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),<36,<800,No,0
8799-OXZMD,Female,No,No,No,long,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,<36,<800,No,1
1925-TIBLE,Female,No,Yes,No,short,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
1705-GUHPV,Female,No,No,No,long,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,800~2500,No,0
4779-ZGICK,Male,No,Yes,Yes,long,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,800~2500,No,0
0048-PIHNL,Female,No,Yes,No,long,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),<36,800~2500,No,0
0818-OCPZO,Male,Yes,No,No,long,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,1
3967-KXAPS,Male,No,Yes,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),>66,>2500,No,6
1447-GIQMR,Male,No,Yes,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,0
3704-IEAXF,Female,No,Yes,Yes,long,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),50~66,>2500,No,4
6810-VCAEX,Female,No,No,No,long,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),36~50,800~2500,No,3
0674-EYYZV,Female,No,No,No,short,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,50~66,<800,No,1
4480-MBMLB,Female,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,No,4
1395-OFUWC,Male,No,Yes,Yes,long,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),<36,800~2500,No,1
0822-QGCXA,Female,Yes,Yes,No,long,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,>66,800~2500,No,5
0872-NXJYS,Female,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
2832-KJCRD,Female,No,No,No,long,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,4
3588-WSTTJ,Female,Yes,No,No,long,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,3
4075-WKNIU,Female,No,Yes,Yes,short,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,>66,>2500,No,4
5090-EMGTC,Female,No,Yes,No,long,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,>66,>2500,No,4
2346-CZYIL,Male,No,No,No,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,<800,No,0
3798-EPWRR,Female,Yes,No,No,short,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,36~50,<800,No,0
6258-NGCNG,Male,No,No,No,short,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
4186-ZBUEW,Female,No,No,No,long,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,>66,>2500,No,3
5274-XHAKY,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,No,3
1442-BQPVU,Female,No,No,No,short,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,<36,<800,No,1
3978-YNKDD,Male,No,No,Yes,short,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,<800,No,0
4940-KHCWD,Female,No,Yes,No,long,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),36~50,800~2500,No,3
9412-ARGBX,Female,No,No,Yes,long,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,>66,>2500,Yes,4
1389-CXMLU,Male,Yes,No,No,short,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,>66,<800,Yes,2
9589-ABEPT,Male,No,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,>66,>2500,No,3
9388-ZEYVT,Male,No,No,No,long,No,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,36~50,800~2500,No,3
0305-SQECB,Female,No,No,Yes,short,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,36~50,<800,No,2
7605-SNLQG,Female,No,Yes,No,long,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),50~66,800~2500,No,1
